dc_id,name,provider,address,municipality,state,latitude,longitude,state_from_coords,coord_state_mismatch,MW_total_power,mw_flagged_outlier,miles_to_nearest_airport,sqft_colocation_space,sqft_total_space,url,number,street,est_mw,mw_source,wet_bulb_c,climate_adj,est_liters_per_day,est_liters_per_day_low,est_liters_per_day_high,wue_default,bws_score,bws_category,stress_stressor_match,operator_class,is_hyperscaler_self,is_colocation_major,is_colocation_secondary,is_cable_telecom,is_edge_micro,is_cdn_isp,is_enterprise_self,is_disclosed_mw,lat_lon_grid_cell,lat_lon_grid_id,is_hawaii_alaska,is_water_stressed_state,cooling_type
DC-01513,Apotech Group: Mt. Prospect,Apotech Group,"1331 East Business Center Drive, Mount Prospect, IL, USA",Mount Prospect,IL,42.0785349,-87.9170133,IL,False,,False,9.0,11536.0,32000.0,https://datacenters.com/apotech-group-mt-prospect,1331.0,East Business Center Drive,10.0,heuristic:colocation_secondary,7.704657534246575,1.0,211680.0,105840.0,317520.0,1.8,0.75,Low,False,colocation_secondary,False,False,True,False,False,False,False,False,42N-087W,137,False,False,unknown
DC-01514,Amazon AWS: 6675 Crosby Court,Amazon AWS,"6675 Crosby Court, Dublin, Ohio 43016, USA",Dublin,OH,40.1048611,-83.1988675,OH,False,,False,2.86,,,https://datacenters.com/amazon-aws-6675-crosby-court,6675.0,Crosby Court,50.0,heuristic:hyperscaler_self,8.882465753424658,1.0,1058400.0,529200.0,1587600.0,1.8,1.279,Low-Medium,False,hyperscaler_self,True,False,False,False,False,False,False,False,40N-083W,111,False,False,unknown
DC-01515,Google: 111 Eight Avenue,Google,"111 8th Avenue, New York, New York 10011, USA",New York,NY,40.7408812,-74.0020865,NY,False,,False,7.13,,,https://datacenters.com/google-111-eight-avenue,111.0,8th Avenue,50.0,heuristic:hyperscaler_self,9.82876712328767,1.0,1058400.0,529200.0,1587600.0,1.8,0.834,Low,False,hyperscaler_self,True,False,False,False,False,False,False,False,40N-074W,105,False,False,unknown
DC-01516,Amazon AWS: 6655 Crosby Court,Amazon AWS,"6655 Crosby Court, Dublin, Ohio 43016, USA",Dublin,OH,40.1048611,-83.1988675,OH,False,,False,2.79,,,https://datacenters.com/amazon-aws-6655-crosby-court,6655.0,Crosby Court,50.0,heuristic:hyperscaler_self,8.882465753424658,1.0,1058400.0,529200.0,1587600.0,1.8,1.279,Low-Medium,False,hyperscaler_self,True,False,False,False,False,False,False,False,40N-083W,111,False,False,unknown
DC-01517,CBRE: 7400 World Communications Dr Data Center,CBRE,"7400 World Communications Drive, Omaha, NE, USA",Omaha,NE,41.3376937486103,-96.0271887907534,NE,False,,False,6.84,,,https://datacenters.com/cbre-7400-world-communications-dr,7400.0,World Communications Drive,10.0,heuristic:colocation_secondary,8.166575342465753,1.0,211680.0,105840.0,317520.0,1.8,3.16,High,True,colocation_secondary,False,False,True,False,False,False,False,False,41N-096W,127,False,True,unknown
DC-01518,CBRE: 365 St and Seneca Ave Data Center,CBRE,"365th St, Van Meter, IA 50261, United States",Van Meter,IA,41.510466,-93.935496,IA,False,,False,13.68,,,https://datacenters.com/cbre-365-st-and-seneca-ave,,365th St,10.0,heuristic:colocation_secondary,8.10027397260274,1.0,211680.0,105840.0,317520.0,1.8,0.756,Low,False,colocation_secondary,False,False,True,False,False,False,False,False,41N-093W,125,False,False,unknown
DC-01519,CenterServ: Miami Data Center,CenterServ,"1221 Brickell Avenue, Miami, FL, USA",Miami,FL,25.76120245,-80.19126374136766,FL,False,,False,6.22,,,https://datacenters.com/centerserv-miami,1221.0,Brickell Avenue,20.0,heuristic:colocation_major,21.72684931506849,1.2018054794520547,508796.3677808219,254398.18389041096,763194.5516712329,1.8,2.559,Medium-High,False,colocation_major,False,True,False,False,False,False,False,False,25N-080W,2,False,False,unknown
DC-01520,CenterServ: Las Vegas Data Center,CenterServ,"400 S 4th St, Las Vegas, NV, USA",Las Vegas,NV,36.1659619,-115.14461369424016,NV,False,,False,5.6,,,https://datacenters.com/centerserv-las-vegas,400.0,S 4th St,20.0,heuristic:colocation_major,9.90876712328767,1.0,423360.0,211680.0,635040.0,1.8,2.146,Medium-High,False,colocation_major,False,True,False,False,False,False,False,False,36N-115W,73,False,False,unknown
DC-01521,CenterServ: Henderson Data Center,CenterServ,"170 South Green Valley Parkway, Henderson, NV, USA",Henderson,NV,36.02186194313925,-115.08390791032951,NV,False,,False,5.6,,,https://datacenters.com/centerserv-henderson,170.0,South Green Valley Parkway,20.0,heuristic:colocation_major,10.013972602739726,1.0,423360.0,211680.0,635040.0,1.8,2.146,Medium-High,False,colocation_major,False,True,False,False,False,False,False,False,36N-115W,73,False,False,unknown
DC-01522,CenterServ: Winston-Salem Data Center,CenterServ,"615 St George Square Ct, Winston-Salem, NC, USA",Winston-Salem,NC,36.0713618,-80.333558,NC,False,,False,67.73,,,https://datacenters.com/centerserv-winston-salem,615.0,St George Square Ct,20.0,heuristic:colocation_major,11.721369863013695,1.0,423360.0,211680.0,635040.0,1.8,2.498,Medium-High,False,colocation_major,False,True,False,False,False,False,False,False,36N-080W,68,False,False,unknown
DC-01523,CenterServ: Plano Data Center,CenterServ,"101 E Park Blvd, Plano, TX, USA",Plano,TX,33.0297372,-96.7061432,TX,False,,False,21.13,,,https://datacenters.com/centerserv-plano,101.0,E Park Blvd,20.0,heuristic:colocation_major,14.986027397260273,1.0,423360.0,211680.0,635040.0,1.8,2.681,Medium-High,False,colocation_major,False,True,False,False,False,False,False,False,33N-096W,39,False,False,unknown
DC-01524,CenterServ: Denver Data Center,CenterServ,"1600 South Broadway, Denver, CO, USA",Denver,CO,39.6873276,-104.9871014,CO,False,,False,19.89,,,https://datacenters.com/centerserv-denver,1600.0,South Broadway,20.0,heuristic:colocation_major,4.305205479452054,1.0,423360.0,211680.0,635040.0,1.8,3.424,High,True,colocation_major,False,True,False,False,False,False,False,False,39N-104W,101,False,True,unknown
DC-01525,CenterServ: Chula Vista Data Center,CenterServ,"333 H Street, Chula Vista, CA, USA",Chula Vista,CA,32.6343425,-117.0784656,CA,False,,False,9.33,,,https://datacenters.com/centerserv-chula-vista,333.0,H Street,20.0,heuristic:colocation_major,13.232876712328768,1.0,423360.0,211680.0,635040.0,1.8,3.724,High,True,colocation_major,False,True,False,False,False,False,False,False,32N-117W,34,False,True,unknown
DC-01526,Lincoln Rackhouse: ATL2 Data Center,Lincoln Rackhouse,"4905 North Point Parkway, Alpharetta, GA, USA",Alpharetta,GA,34.0836275300038,-84.25878640572793,GA,False,,False,12.62,,,https://datacenters.com/lincoln-rackhouse-atl2,4905.0,North Point Parkway,20.0,heuristic:colocation_major,13.19041095890411,1.0,423360.0,211680.0,635040.0,1.8,1.889,Low-Medium,False,colocation_major,False,True,False,False,False,False,False,False,34N-084W,46,False,False,unknown
DC-01527,CenterServ: Riverside Data Center,CenterServ,"11801 Pierce Street, Riverside, CA, USA",Riverside,CA,33.9015679,-117.493543273595,CA,False,,False,52.2,,,https://datacenters.com/centerserv-riverside,11801.0,Pierce Street,20.0,heuristic:colocation_major,12.186575342465751,1.0,423360.0,211680.0,635040.0,1.8,3.724,High,True,colocation_major,False,True,False,False,False,False,False,False,33N-117W,42,False,True,unknown
DC-01528,AiNET: One Market Center,AiNET,"300 W Lexington St, Baltimore, MD 21201, USA",Baltimore,MD,39.29172735,-76.62003565800632,MD,False,,False,8.3,,,https://datacenters.com/ainet-one-market-center,300.0,W Lexington St,10.0,heuristic:colocation_secondary,10.753698630136988,1.0,211680.0,105840.0,317520.0,1.8,0.583,Low,False,colocation_secondary,False,False,True,False,False,False,False,False,39N-076W,92,False,False,unknown
DC-01529,CenterServ: Atlanta Data Center,CenterServ,"260 Peachtree Street Northwest, Atlanta, GA, USA",Atlanta,GA,33.76040888372093,-84.38767095348837,GA,False,,False,8.7,,,https://datacenters.com/centerserv-atlanta,260.0,Peachtree Street Northwest,20.0,heuristic:colocation_major,13.568767123287673,1.0,423360.0,211680.0,635040.0,1.8,1.889,Low-Medium,False,colocation_major,False,True,False,False,False,False,False,False,33N-084W,36,False,False,unknown
DC-01530,CenterServ: Boston Data Center,CenterServ,"60 State Street, Boston, MA, USA",Boston,MA,42.3596782,-71.056579,MA,False,,False,1.87,,,https://datacenters.com/centerserv-boston,60.0,State Street,20.0,heuristic:colocation_major,8.634794520547945,1.0,423360.0,211680.0,635040.0,1.8,2.012,Medium-High,False,colocation_major,False,True,False,False,False,False,False,False,42N-071W,130,False,False,unknown
DC-01531,Lincoln Rackhouse: Kansas City Data Center,Lincoln Rackhouse,"11155 N Airworld Dr, Kansas City, MO, USA",Kansas City,MO,39.29604618860376,-94.67596633531056,MO,False,,False,1.99,,,https://datacenters.com/lincoln-rackhouse-kansas-city,11155.0,N Airworld Dr,20.0,heuristic:colocation_major,10.083287671232878,1.0,423360.0,211680.0,635040.0,1.8,1.321,Low-Medium,False,colocation_major,False,True,False,False,False,False,False,False,39N-094W,100,False,False,unknown
DC-01532,CenterServ: Colorado Springs Data Center,CenterServ,"102 South Tejon Street, Colorado Springs, CO, USA",Colorado Springs,CO,38.8321455,-104.82403624270556,CO,False,,False,71.46,,,https://datacenters.com/centerserv-colorado-springs,102.0,South Tejon Street,20.0,heuristic:colocation_major,3.9649315068493154,1.0,423360.0,211680.0,635040.0,1.8,3.424,High,True,colocation_major,False,True,False,False,False,False,False,False,38N-104W,88,False,True,unknown
DC-01533,Fiberstate: FiberState SLC1,Fiberstate,"106 East 13200 South, Draper, UT 84020, USA",Draper,UT,40.511708999262254,-111.88831218268712,UT,False,,False,0.41,,,https://datacenters.com/fiberstate-fiberstate-slc1,106.0,East 13200 South,10.0,heuristic:colocation_secondary,5.395616438356164,1.0,211680.0,105840.0,317520.0,1.8,1.329,Low-Medium,False,colocation_secondary,False,False,True,False,False,False,False,False,40N-111W,114,False,False,unknown
DC-01534,CenterServ: Greensboro Data Center,CenterServ,"717 Green Valley Road, Greensboro, NC, USA",Greensboro,NC,36.0925278,-79.8218729,NC,False,,False,87.0,,,https://datacenters.com/centerserv-greensboro,717.0,Green Valley Road,20.0,heuristic:colocation_major,11.88246575342466,1.0,423360.0,211680.0,635040.0,1.8,2.498,Medium-High,False,colocation_major,False,True,False,False,False,False,False,False,36N-079W,67,False,False,unknown
DC-01535,CenterServ: St. Paul Data Center,CenterServ,"445 Minnesota Street, Saint Paul, MN, USA",Saint Paul,MN,44.947961816326526,-93.09327357142855,MN,False,,False,6.84,,,https://datacenters.com/centerserv-st-paul,445.0,Minnesota Street,20.0,heuristic:colocation_major,5.746301369863014,1.0,423360.0,211680.0,635040.0,1.8,1.669,Low-Medium,False,colocation_major,False,True,False,False,False,False,False,False,44N-093W,155,False,False,unknown
DC-01536,CenterServ: St Louis Data Center,CenterServ,"100 South 4th Street, St. Louis, MO, USA",St. Louis,MO,38.62381015,-90.18896198923316,MO,False,,False,12.43,,,https://datacenters.com/centerserv-st-louis,100.0,South 4th Street,20.0,heuristic:colocation_major,10.843561643835615,1.0,423360.0,211680.0,635040.0,1.8,1.321,Low-Medium,False,colocation_major,False,True,False,False,False,False,False,False,38N-090W,85,False,False,unknown
DC-01537,"Zayo: Chicago, Illinois",Zayo,"800 E Business Center Dr, Mount Prospect, IL 60056, USA",Mount Prospect,IL,42.075809999761965,-87.92573603674529,IL,False,,False,6.8,,,https://datacenters.com/zayo-chicago-illinois,800.0,E Business Center Dr,20.0,heuristic:colocation_major,7.704657534246575,1.0,423360.0,211680.0,635040.0,1.8,0.75,Low,False,colocation_major,False,True,False,False,False,False,False,False,42N-087W,137,False,False,unknown
DC-01538,Midco Business: Fargo Data Center,Midco Business,"4624 28th Ave S, Fargo, ND, USA",Fargo,ND,46.8352311,-96.8640253,ND,False,1.75,False,6.34,7500.0,7500.0,https://datacenters.com/midco-business-fargo,4624.0,28th Ave S,1.75,disclosed,4.113424657534247,1.0,37043.99999999999,18522.0,55565.99999999999,1.8,1.679,Low-Medium,False,colocation_secondary,False,False,True,False,False,False,False,True,46N-096W,164,False,False,unknown
DC-01539,CenterServ: New Orleans Data Center,CenterServ,"201 St Charles Ave, New Orleans, LA, USA",New Orleans,LA,29.9519653,-90.0702272,LA,False,,False,11.19,,,https://datacenters.com/centerserv-new-orleans,201.0,St Charles Ave,20.0,heuristic:colocation_major,18.73095890410959,1.1119287671232876,470746.16284931503,235373.08142465752,706119.2442739726,1.8,1.132,Low-Medium,False,colocation_major,False,True,False,False,False,False,False,False,29N-090W,12,False,False,unknown
DC-01540,CenterServ: Boise Data Center,CenterServ,"950 West Bannock Street, Boise, ID, USA",Boise,ID,43.618399800000006,-116.20383498932408,ID,False,,False,3.73,,,https://datacenters.com/centerserv-boise,950.0,West Bannock Street,20.0,heuristic:colocation_major,6.193698630136986,1.0,423360.0,211680.0,635040.0,1.8,1.863,Low-Medium,False,colocation_major,False,True,False,False,False,False,False,False,43N-116W,150,False,False,unknown
DC-01541,"Krypt: Data Center Dallas, TX (DAL1)",Krypt,"2800 Summit Ave, Plano, TX 75074, USA",Plano,TX,33.00975493708304,-96.6784322829964,TX,False,,False,15.17,,,https://datacenters.com/krypt-dallas-tx-dal1,2800.0,Summit Ave,10.0,heuristic:colocation_secondary,15.145479452054794,1.0043643835616438,212603.85271232875,106301.92635616436,318905.7790684931,1.8,2.681,Medium-High,False,colocation_secondary,False,False,True,False,False,False,False,False,33N-096W,39,False,False,unknown
DC-01542,CenterServ: Glendale Data Center,CenterServ,"450 North Brand Boulevard, Glendale, CA, USA",Glendale,CA,34.15269515,-118.2545802415746,CA,False,,False,16.78,,,https://datacenters.com/centerserv-glendale,450.0,North Brand Boulevard,20.0,heuristic:colocation_major,12.482191780821918,1.0,423360.0,211680.0,635040.0,1.8,3.724,High,True,colocation_major,False,True,False,False,False,False,False,False,34N-118W,52,False,True,unknown
DC-01543,CenterServ: Virginia Beach Data Center,CenterServ,"780 Lynnhaven Parkway, Virginia Beach, VA, USA",Virginia Beach,VA,36.81557085,-76.06581093674055,VA,False,,False,8.7,,,https://datacenters.com/centerserv-virginia-beach,780.0,Lynnhaven Parkway,20.0,heuristic:colocation_major,13.457260273972604,1.0,423360.0,211680.0,635040.0,1.8,1.94,Low-Medium,False,colocation_major,False,True,False,False,False,False,False,False,36N-076W,65,False,False,unknown
DC-01544,"TECfusions: Tucson, AZ Data Center",TECfusions,"3701 East Columbia Street, Tucson, AZ, USA",Tucson,AZ,32.173183,-110.9647756,AZ,False,35.0,False,4.36,,,https://datacenters.com/tecfusions-tucson-az,3701.0,East Columbia Street,35.0,disclosed,11.388219178082194,1.0,740880.0,370440.0,1111320.0,1.8,3.487,High,True,colocation_secondary,False,False,True,False,False,False,False,True,32N-110W,33,False,True,unknown
DC-01545,CenterServ: Chesapeake Data Center,CenterServ,"1545 Crossways Blvd, Chesapeake, VA, USA",Chesapeake,VA,36.779875,-76.239103,VA,False,,False,8.08,,,https://datacenters.com/centerserv-chesapeake,1545.0,Crossways Blvd,20.0,heuristic:colocation_major,13.337260273972602,1.0,423360.0,211680.0,635040.0,1.8,1.94,Low-Medium,False,colocation_major,False,True,False,False,False,False,False,False,36N-076W,65,False,False,unknown
DC-01546,CenterServ: Kansas City Data Center,CenterServ,"107 West 9th Street, Kansas City, MO, USA",Kansas City,MO,39.1034308,-94.5843336,MO,False,,False,14.92,,,https://datacenters.com/centerserv-kansas-city,107.0,West 9th Street,20.0,heuristic:colocation_major,10.326849315068491,1.0,423360.0,211680.0,635040.0,1.8,1.321,Low-Medium,False,colocation_major,False,True,False,False,False,False,False,False,39N-094W,100,False,False,unknown
DC-01547,"Krypt: Data Center Dallas, TX (DAL6)",Krypt,"1221 Coit Rd, Plano, TX 75075, USA",Plano,TX,33.01720430867475,-96.76652838464378,TX,False,,False,12.74,,,https://datacenters.com/krypt-dallas-tx-dal6,1221.0,Coit Rd,10.0,heuristic:colocation_secondary,14.986027397260273,1.0,211680.0,105840.0,317520.0,1.8,2.681,Medium-High,False,colocation_secondary,False,False,True,False,False,False,False,False,33N-096W,39,False,False,unknown
DC-01548,CenterServ: Milwaukee Data Center,CenterServ,"250 E Wisconsin Ave, Milwaukee, WI, USA",Milwaukee,WI,43.03928925,-87.9083041921379,WI,False,,False,72.71,,,https://datacenters.com/centerserv-milwaukee,250.0,E Wisconsin Ave,20.0,heuristic:colocation_major,7.049041095890411,1.0,423360.0,211680.0,635040.0,1.8,1.492,Low-Medium,False,colocation_major,False,True,False,False,False,False,False,False,43N-087W,146,False,False,unknown
DC-01549,CenterServ: Madison Data Center,CenterServ,"8383 Greenway Boulevard, Middleton, WI, USA",Middleton,WI,43.08867005,-89.5262902893461,WI,False,,False,112.47,,,https://datacenters.com/centerserv-madison,8383.0,Greenway Boulevard,20.0,heuristic:colocation_major,6.851232876712328,1.0,423360.0,211680.0,635040.0,1.8,1.492,Low-Medium,False,colocation_major,False,True,False,False,False,False,False,False,43N-089W,148,False,False,unknown
DC-01550,CenterServ: Washington Data Center,CenterServ,"1050 Connecticut Ave NW, Washington, DC, USA",Washington,DC,38.9034638,-77.04032,DC,False,,False,3.11,,,https://datacenters.com/centerserv-washington,1050.0,Connecticut Ave NW,20.0,heuristic:colocation_major,10.85205479452055,1.0,423360.0,211680.0,635040.0,1.8,0.143,Low,False,colocation_major,False,True,False,False,False,False,False,False,38N-077W,82,False,False,unknown
DC-01551,AiNET: Beltsville Data Center,AiNET,"11700 Montgomery Rd, Beltsville, MD 20705, USA",Beltsville,MD,39.039090595357294,-76.92275138982644,MD,False,,False,1.87,,,https://datacenters.com/ainet-beltsville,11700.0,Montgomery Rd,10.0,heuristic:colocation_secondary,10.59945205479452,1.0,211680.0,105840.0,317520.0,1.8,0.583,Low,False,colocation_secondary,False,False,True,False,False,False,False,False,39N-076W,92,False,False,unknown
DC-01552,CenterServ: Lexington Data Center,CenterServ,"2333 Alexandria Drive, Lexington, KY, USA",Lexington,KY,38.0186806,-84.5514113,KY,False,,False,3.11,,,https://datacenters.com/centerserv-lexington,2333.0,Alexandria Drive,20.0,heuristic:colocation_major,10.476438356164383,1.0,423360.0,211680.0,635040.0,1.8,0.888,Low,False,colocation_major,False,True,False,False,False,False,False,False,38N-084W,83,False,False,unknown
DC-01553,Amazon AWS: Northeast Creek Technology Campus,Amazon AWS,"Jefferson Hwy, Louisa, Virginia 23093, USA",Louisa,VA,37.884135,-77.8319,VA,False,,False,1.09,,,https://datacenters.com/amazon-aws-northeast-creek-technology-campus,,Jefferson Hwy,50.0,heuristic:hyperscaler_self,11.404931506849312,1.0,1058400.0,529200.0,1587600.0,1.8,1.94,Low-Medium,False,hyperscaler_self,True,False,False,False,False,False,False,False,37N-077W,75,False,False,unknown
DC-01554,RadiusDC: 1500 Champa (Denver) Data Center,RadiusDC,"1500 Champa Street, Denver, Colorado, USA",Denver,CO,39.7457646,-104.994421,CO,False,16.0,False,18.53,,,https://datacenters.com/radiusdc-1500-champa-denver,1500.0,Champa Street,16.0,disclosed,4.255890410958903,1.0,338688.0,169344.0,508032.0,1.8,3.424,High,True,colocation_secondary,False,False,True,False,False,False,False,True,39N-104W,101,False,True,unknown
DC-01555,CenterServ: Tucson Data Center,CenterServ,"One South Church, South Church Avenue, Tucson, AZ, USA",South Church Avenue,AZ,32.221398449999995,-110.97194500655172,AZ,False,,False,7.46,,,https://datacenters.com/centerserv-tucson,,One South Church,20.0,heuristic:colocation_major,11.74739726027397,1.0,423360.0,211680.0,635040.0,1.8,3.487,High,True,colocation_major,False,True,False,False,False,False,False,False,32N-110W,33,False,True,unknown
